"gene_name","GO_BP_Count","GO_MF_Count"
"TCF25",4,3
"TCF3",14,17
"TCF4",7,12
"TCF7",8,7
"TCF7L1",5,6
"TCF7L2",26,13
"TCFL5",7,7
"TCHH",3,2
"TCHP",4,1
"TCIRG1",40,3
"TCL1A",1,4
"TCL1B",1,3
"TCN1",2,4
"TCN2",2,4
"TCOF1",5,5
"TCP1",11,8
"TCP10L",1,4
"TCP11",5,1
"TCP11L1",1,1
"TCP11L2",2,1
"TCP11X1",2,0
"TCP11X2",2,0
"TCTA",2,2
"TCTE1",2,1
"TCTN1",9,0
"TCTN2",3,0
"TCTN3",4,1
"TDG",7,20
"TDO2",5,7
"TDP1",3,5
"TDP2",4,8
"TDRD1",6,2
"TDRD12",6,5
"TDRD3",3,5
"TDRD5",5,0
"TDRD6",3,0
"TDRD7",6,2
"TDRD9",8,5
"TDRKH",5,2
"TDRP",1,1
"TEAD1",8,6
"TEAD2",16,7
"TEAD3",6,5
"TEAD4",11,5
"TEC",8,5
"TECPR1",4,2
"TECPR2",2,1
"TECR",4,4
"TECRL",1,2
"TECTA",3,1
"TEF",3,7
"TEFM",3,3
"TEK",36,7
"TEKT1",3,1
"TEKT2",4,0
"TEKT3",4,2
"TEKT4",3,1
"TEKT5",3,1
"TELO2",3,6
"TEN1",2,4
"TENM1",11,4
"TENM2",6,6
"TENM3",6,3
"TENM4",11,4
"TEP1",2,7
"TERC",3,7
"TERF1",18,11
"TERF2",28,8
"TERF2IP",17,4
"TERT",32,15
"TES",1,4
"TESC",13,6
"TESK1",15,9
"TESK2",4,8
"TESPA1",6,2
"TET1",15,7
"TET2",7,5
"TET3",5,5
"TEX101",4,1
"TEX11",13,1
"TEX12",2,1
"TEX14",9,4
"TEX15",8,0
"TEX19",7,2
"TEX2",3,2
"TEX261",2,1
"TEX264",2,2
"TEX28",1,2
"TF",16,7
"TFAM",6,9
"TFAP2A",30,13
"TFAP2B",31,13
"TFAP2C",6,9
"TFAP2D",5,4
"TFAP2E",2,6
"TFAP4",15,11
"TFB1M",3,6
"TFB2M",3,3
"TFCP2",3,9
"TFCP2L1",9,4
"TFDP1",10,8
"TFDP2",5,6
"TFDP3",4,3
"TFE3",10,8
"TFEB",14,8
"TFEC",4,7
"TFF1",9,2
"TFF2",3,2
"TFF3",2,3
"TFG",3,2
"TFIP11",9,2
"TFPI",4,2
"TFPI2",3,2
"TFPT",16,4
"TFR2",13,3
"TFRC",32,10
"TG",6,3
"TGDS",1,2
"TGFA",13,5
"TGFB1",175,11
"TGFB1I1",12,6
"TGFB2",91,9
"TGFB3",39,9
"TGFBI",7,7
"TGFBR1",74,16
"TGFBR2",63,16
"TGFBR3",40,15
"TGFBR3L",4,4
"TGFBRAP1",8,3
"TGIF1",4,7
"TGIF2",6,5
"TGIF2LX",1,4
"TGIF2LY",1,5
"TGM1",7,4
"TGM2",25,10
"TGM3",5,6
"TGM4",1,2
"TGM5",3,3
"TGM6",1,2
"TGM7",1,3
"TGS1",3,3
"TH",55,11
"THADA",5,2
"THAP1",6,9
"THAP10",1,4
"THAP11",8,7
"THAP3",1,3
"THAP4",2,7
"THAP5",2,3
"THAP7",4,13
"THAP9",3,6
"THBD",11,4
"THBS1",70,17
"THBS2",3,4
"THBS3",4,4
"THBS4",13,5
"THEM4",3,2
"THEM5",3,2
"THEMIS",4,1
"THEMIS2",4,1
"THG1L",7,9
"THNSL1",1,1
"THNSL2",5,4
"THOC1",5,3
"THOC2",12,2
"THOC3",3,1
"THOC5",5,2
"THOC6",5,1
"THOC7",3,2
"THOP1",3,3
"THPO",12,4
"THRA",27,13
"THRAP3",10,11
"THRB",16,12
"THRSP",4,4
"THSD1",1,2
"THSD4",3,2
"THSD7A",3,1
"THSD7B",1,1
"THTPA",5,4
"THUMPD1",1,2
"THUMPD2",1,3
"THUMPD3",1,5
"THY1",22,4
"TIA1",10,5
"TIAL1",10,6
"TIAM1",26,6
"TIAM2",4,2
"TICAM1",31,4
"TICAM2",14,3
"TICRR",6,2
"TIE1",19,3
"TIFA",5,1
"TIFAB",26,2
"TIGD5",1,3
"TIGIT",3,3
"TIMD4",2,1
"TIMELESS",18,3
"TIMM10",3,5
"TIMM10B",2,3
"TIMM13",3,2
"TIMM17A",3,1
"TIMM17B",3,2
"TIMM21",4,2
"TIMM22",2,4
"TIMM23",4,2
"TIMM23B",1,1
"TIMM44",3,3
"TIMM50",5,8
"TIMM8A",2,3
"TIMM8B",3,2
"TIMM9",3,5
"TIMP1",16,6
"TIMP2",4,6
"TIMP3",5,3
"TIMP4",6,2
"TINAG",2,2
"TINAGL1",1,3
"TINF2",8,2
"TIPARP",16,6
"TIPIN",9,2
"TIPRL",2,2
"TIRAP",31,9
"TJAP1",1,1
"TJP1",22,4
"TJP2",11,8
"TJP3",6,2
"TK1",7,5
"TK2",8,5
"TKT",5,6
"TKTL1",2,3
"TLCD1",4,1
"TLCD2",4,0
"TLDC2",1,0
"TLE1",9,4
"TLE2",5,2
"TLE3",6,2
"TLE4",5,4
"TLE6",9,2
"TLK1",7,5
"TLK2",11,6
"TLL1",5,4
"TLL2",5,4
"TLN1",10,9
"TLN2",5,6
"TLR1",12,7
"TLR10",5,7
"TLR2",51,13
"TLR3",46,7
"TLR4",86,10
"TLR5",6,5
"TLR6",29,10
"TLR7",23,5
"TLR8",18,8
"TLR9",43,5
"TLX1",3,4
"TLX2",6,6
"TLX3",9,4
"TM2D1",2,3
"TM2D3",2,0
"TM4SF1",2,2
"TM4SF19",1,2
"TM4SF20",1,1
"TM4SF4",1,1
"TM4SF5",1,2
"TM6SF1",1,2
"TM6SF2",3,3
"TM7SF2",1,3
"TM7SF3",3,1
"TM9SF1",2,0
"TM9SF2",4,0
"TM9SF3",1,0
"TM9SF4",8,1
"TMA16",1,2
"TMBIM1",7,3
"TMBIM4",6,2
"TMBIM6",14,5
"TMC1",5,3
"TMC2",4,4
"TMC3",1,1
"TMC4",1,3
"TMC5",1,1
"TMC6",4,2
"TMC7",2,2
"TMC8",7,4
"TMCC1",5,2
"TMCC2",1,1
"TMCO1",5,3
"TMCO3",2,1
"TMCO6",1,2
"TMED1",6,2
"TMED10",16,3
"TMED2",27,3
"TMED3",3,0
"TMED4",4,0
"TMED5",3,1
"TMED6",3,0
"TMED7",3,1
"TMED9",5,2
"TMEFF2",5,2
"TMEM100",13,2
"TMEM101",1,1
"TMEM102",7,1
"TMEM104",1,1
"TMEM106A",12,2
"TMEM106B",9,3
"TMEM106C",1,2
"TMEM107",9,2
"TMEM108",11,2
"TMEM109",4,3
"TMEM11",2,2
"TMEM115",3,3
"TMEM116",2,1
"TMEM117",1,1
"TMEM119",13,1
"TMEM120A",5,3
"TMEM120B",3,2
"TMEM121",1,2
"TMEM125",1,1
"TMEM126A",5,1
"TMEM126B",2,2
"TMEM127",4,2
"TMEM128",1,2
"TMEM129",6,3
"TMEM131",2,2
"TMEM132A",4,2
"TMEM132B",1,1
"TMEM132C",1,1
"TMEM132E",1,1
"TMEM135",7,1
"TMEM138",1,0
"TMEM143",1,2
"TMEM144",1,2
"TMEM145",2,0
"TMEM147",2,2
"TMEM14A",4,1
"TMEM14B",4,2
"TMEM14C",4,1
"TMEM150A",3,1
"TMEM150B",1,0
"TMEM150C",3,1
"TMEM161A",5,1
"TMEM161B",2,0
"TMEM163",3,2
"TMEM164",1,0
"TMEM165",9,3
"TMEM167A",3,1
"TMEM167B",1,2
"TMEM168",1,1
"TMEM17",3,1
"TMEM170A",3,1
"TMEM170B",2,1
"TMEM174",1,1
"TMEM175",6,5
"TMEM176A",1,1
"TMEM176B",3,1
"TMEM178A",2,0
"TMEM18",3,2
"TMEM182",5,1
"TMEM183A",1,1
"TMEM186",1,1
"TMEM187",1,2
"TMEM190",1,2
"TMEM196",5,1
"TMEM198",2,0
"TMEM199",5,2
"TMEM201",5,3
"TMEM203",2,1
"TMEM204",3,0
"TMEM205",1,2
"TMEM207",1,2
"TMEM208",2,1
"TMEM214",1,0
"TMEM215",2,0
"TMEM216",2,1
"TMEM219",1,1
"TMEM223",1,1
"TMEM225",1,0
"TMEM229B",2,1
"TMEM230",2,1
"TMEM231",8,1
"TMEM232",5,0
"TMEM237",2,1
"TMEM241",2,3
"TMEM242",1,1
"TMEM245",1,1
"TMEM25",2,1
"TMEM255A",1,0
"TMEM256",1,1
"TMEM258",4,2
"TMEM259",2,0
"TMEM260",2,1
"TMEM30A",8,3
"TMEM30B",4,2
"TMEM33",7,1
"TMEM37",1,2
"TMEM38A",6,3
"TMEM38B",14,3
"TMEM39A",4,1
"TMEM39B",1,1
"TMEM41B",5,2
"TMEM43",3,2
"TMEM45B",1,1
"TMEM47",2,2
"TMEM50A",1,1
"TMEM50B",2,2
"TMEM51",1,2
"TMEM52B",1,2
"TMEM53",4,0
"TMEM54",1,2
"TMEM59",4,2
"TMEM59L",1,1
"TMEM63A",2,5
"TMEM63B",4,4
"TMEM63C",3,2
"TMEM64",7,0
"TMEM65",3,1
"TMEM67",4,3
"TMEM68",1,1
"TMEM70",3,2
"TMEM74",2,2
"TMEM79",7,2
"TMEM80",1,1
"TMEM86A",1,3
"TMEM86B",2,5
"TMEM87A",3,0
"TMEM87B",1,0
"TMEM88",4,2
"TMEM88B",1,0
"TMEM8B",2,1
"TMEM9",6,2
"TMEM91",2,2
"TMEM95",1,1
"TMEM97",6,3
"TMEM98",5,1
"TMEM9B",1,1
"TMF1",14,4
"TMIE",2,0
"TMIGD1",14,3
"TMIGD2",5,2
"TMLHE",2,2
"TMOD1",6,2
"TMOD2",8,3
"TMOD3",8,4
"TMOD4",4,3
"TMPRSS11A",1,1
"TMPRSS11B",2,2
"TMPRSS11D",2,3
"TMPRSS11E",2,3
"TMPRSS11F",2,1
"TMPRSS12",5,1
"TMPRSS13",1,1
"TMPRSS15",1,2
"TMPRSS2",4,3
"TMPRSS3",3,2
"TMPRSS4",6,3
"TMPRSS5",1,2
"TMPRSS6",11,3
"TMPRSS7",1,2
"TMPRSS9",1,1
"TMSB10",3,2
"TMSB15A",3,1
"TMSB15B",4,2
"TMSB4X",12,5
"TMSB4Y",4,2
"TMTC1",2,3
"TMTC2",2,3
"TMTC3",3,3
"TMTC4",5,3
"TMUB1",1,1
"TMUB2",1,1
"TMX1",5,5
"TMX2",1,3
"TNC",23,4
"TNF",176,7
"TNFAIP1",9,5
"TNFAIP2",4,2
"TNFAIP3",49,11
"TNFAIP6",14,5
"TNFAIP8",3,2
"TNFAIP8L1",2,2
"TNFAIP8L2",5,1
"TNFAIP8L3",6,3
"TNFRSF10A",8,6
"TNFRSF10B",12,4
"TNFRSF10C",2,3
"TNFRSF10D",3,3
"TNFRSF11A",26,6
"TNFRSF11B",13,4
"TNFRSF12A",7,1
"TNFRSF13B",5,2
"TNFRSF13C",6,1
"TNFRSF14",13,5
"TNFRSF17",4,2
"TNFRSF18",7,2
"TNFRSF19",6,3
"TNFRSF1A",26,3
"TNFRSF1B",23,4
"TNFRSF21",17,1
"TNFRSF25",6,2
"TNFRSF4",9,3
"TNFRSF6B",2,2
"TNFRSF8",6,2
"TNFRSF9",4,2
"TNFSF10",13,7
"TNFSF11",39,5
"TNFSF12",12,5
"TNFSF13",4,5
"TNFSF13B",13,5
"TNFSF14",16,6
"TNFSF15",7,4
"TNFSF18",11,5
"TNFSF4",41,5
"TNFSF8",7,4
"TNFSF9",7,5
"TNIK",15,6
"TNIP1",14,3
"TNIP2",15,5
"TNIP3",6,2
"TNK1",2,4
"TNK2",8,13
"TNKS",21,6
"TNKS1BP1",7,5
"TNKS2",9,6
"TNMD",3,1
"TNN",15,2
"TNNC1",9,7
"TNNC2",2,3
"TNNI1",5,2
"TNNI2",4,3
"TNNI3",11,9
"TNNI3K",6,6
"TNNT1",5,3
"TNNT2",9,7
"TNNT3",5,5
"TNP1",13,2
"TNP2",5,3
"TNPO1",1,5
"TNPO2",1,4
"TNPO3",1,4
"TNR",23,0
"TNRC6A",6,3
"TNRC6B",5,2
"TNRC6C",4,2
"TNS1",2,5
"TNS3",2,2
"TNS4",1,2
"TNXA",1,1
"TNXB",18,6
"TOB1",10,4
"TOB2",7,3
"TOE1",1,5
"TOLLIP",11,9
"TOM1",8,7
"TOM1L1",6,7
"TOM1L2",3,5
"TOMM20",4,5
"TOMM20L",3,3
"TOMM22",3,3
"TOMM34",1,2
"TOMM40",4,3
"TOMM40L",3,5
"TOMM5",2,0
"TOMM6",1,1
"TOMM7",6,2
"TONSL",4,3
"TOP1",11,13
"TOP1MT",2,2
"TOP2A",16,13
"TOP2B",12,7
"TOP3A",8,5
"TOP3B",4,6
"TOPAZ1",4,0
"TOPBP1",17,6
"TOPORS",14,8
"TOR1A",18,9
"TOR1AIP1",4,5
"TOR1AIP2",4,3
"TOR1B",5,5
"TOR2A",9,4
"TOX",16,2
"TOX2",2,3
"TOX3",5,6
"TOX4",1,2
"TP53",123,35
"TP53AIP1",1,1
"TP53BP1",13,10
"TP53BP2",4,6
"TP53I11",1,0
"TP53I13",4,2
"TP53I3",1,4
"TP53INP1",19,2
"TP53INP2",7,2
"TP53RK",5,7
"TP53TG5",2,2
"TP63",52,15
"TP73",20,14
"TPBG",13,0
"TPBGL",1,0
"TPCN1",6,10
"TPCN2",15,9
"TPD52",4,3
"TPD52L1",4,3
"TPD52L2",2,3
"TPGS1",5,2
"TPGS2",1,1
"TPH1",10,3
"TPH2",2,2
"TPI1",6,5
"TPK1",4,7
"TPM1",19,9
"TPM2",3,7
"TPM3",2,3
"TPM4",4,7
"TPMT",4,3
"TPO",6,4
"TPP1",12,10
"TPP2",3,6
"TPPP",13,8
"TPPP2",5,1
"TPPP3",5,1
"TPR",23,10
"TPRA1",4,2
"TPRG1L",5,3
"TPRKB",1,2
"TPRN",3,5
"TPRX1",2,3
"TPRXL",2,2
"TPSAB1",3,4
"TPSB2",1,3
"TPSD1",1,2
"TPSG1",1,3
"TPST1",3,2
"TPST2",2,2
"TPT1",6,3
"TPTE",3,4
"TPTE2",3,3
"TPX2",8,4
"TRA2A",2,2
"TRA2B",8,6
"TRABD2A",6,4
"TRABD2B",5,4
"TRAC",4,0
"TRADD",15,8
"TRAF1",6,7
"TRAF2",32,18
"TRAF3",17,11
"TRAF3IP1",10,2
"TRAF3IP2",33,3
"TRAF3IP3",2,3
"TRAF4",11,10
"TRAF5",13,7
"TRAF6",59,12
"TRAF7",8,4
"TRAFD1",1,2
"TRAIP",8,5
"TRAJ3",1,0
"TRAJ31",1,0
"TRAJ42",1,0
"TRAK1",10,4
"TRAK2",5,4
"TRAM1",4,2
"TRAM1L1",2,1
"TRAM2",3,1
"TRAP1",6,8
"TRAPPC1",4,1
"TRAPPC10",5,1
"TRAPPC11",6,1
"TRAPPC12",7,1
"TRAPPC13",3,1
"TRAPPC2",5,2
"TRAPPC2L",4,1
"TRAPPC3",5,1
"TRAPPC3L",3,1
"TRAPPC4",6,1
"TRAPPC5",4,1
"TRAPPC6A",3,1
"TRAPPC6B",4,1
"TRAPPC8",5,1
"TRAPPC9",5,1
"TRAT1",8,2
"TRAV1-1",2,0
"TRAV1-2",2,0
"TRAV10",2,0
"TRAV12-1",1,1
"TRAV12-2",1,1
"TRAV12-3",1,1
"TRAV13-1",2,0
"TRAV13-2",2,0
"TRAV14DV4",2,0
"TRAV16",1,0
"TRAV17",2,0
"TRAV18",1,0
"TRAV19",2,2
"TRAV2",2,0
"TRAV20",2,0
"TRAV21",2,0
"TRAV22",1,0
"TRAV23DV6",1,1
"TRAV24",2,0
"TRAV25",2,0
"TRAV26-1",2,0
"TRAV26-2",2,0
"TRAV27",4,1
"TRAV29DV5",2,2
"TRAV3",1,0
"TRAV30",2,0
"TRAV34",2,0
"TRAV35",2,0
"TRAV36DV7",2,0
"TRAV38-1",2,0
"TRAV38-2DV8",2,0
"TRAV39",2,0
"TRAV4",2,0
"TRAV40",1,0
"TRAV41",1,0
"TRAV5",2,0
"TRAV6",2,0
"TRAV7",2,0
"TRAV8-1",1,0
"TRAV8-2",1,0
"TRAV8-3",1,0
"TRAV8-4",2,2
"TRAV8-6",1,0
"TRAV9-1",1,0
"TRAV9-2",1,0
"TRBC2",3,0
"TRBJ2-1",1,0
"TRBJ2-2",1,0
"TRBJ2-3",1,0
"TRBJ2-4",1,0
"TRBJ2-5",1,0
"TRBJ2-6",1,0
"TRBJ2-7",1,0
"TRBV10-1",2,0
"TRBV10-2",2,0
"TRBV11-1",2,0
"TRBV11-2",2,0
"TRBV19",2,0
"TRBV2",2,0
"TRBV20-1",2,0
"TRBV23-1",2,0
"TRBV24-1",2,0
"TRBV25-1",2,0
"TRBV27",2,0
"TRBV28",2,1
"TRBV29-1",2,0
"TRBV3-1",2,0
"TRBV30",2,0
"TRBV4-1",2,0
"TRBV4-2",2,0
"TRBV5-1",2,0
"TRBV5-3",2,0
"TRBV5-4",2,0
"TRBV5-5",2,0
"TRBV5-6",2,0
"TRBV5-7",2,0
"TRBV6-1",2,0
"TRBV6-4",2,0
"TRBV6-5",2,0
"TRBV6-6",2,0
"TRBV6-7",2,0
"TRBV6-8",2,0
"TRBV6-9",2,0
"TRBV7-1",2,0
"TRBV7-3",2,0
"TRBV7-4",2,0
"TRBV7-6",2,0
"TRBV7-7",2,0
"TRBV7-8",2,0
"TRBV9",2,0
"TRDC",3,0
"TRDD1",1,0
"TRDJ1",1,0
"TRDMT1",4,3
"TRDN",15,4
"TRDV1",3,0
"TRDV2",2,0
"TRDV3",3,0
"TREH",3,1
"TREM1",7,4
"TREM2",108,25
"TREML1",4,2
"TREML2",1,2
"TREML4",2,1
"TRERF1",6,8
"TREX1",49,14
"TREX2",3,7
"TRGC1",3,1
"TRGC2",3,1
"TRGV1",1,0
"TRGV10",1,0
"TRGV11",1,0
"TRGV2",2,0
"TRGV3",3,2
"TRGV4",2,0
"TRGV5",2,0
"TRGV8",2,0
"TRGV9",2,2
"TRH",9,2
"TRHDE",4,5
"TRHR",2,2
"TRIAP1",14,3
"TRIB1",12,6
"TRIB2",5,6
"TRIB3",15,8
"TRIL",4,2
"TRIM10",4,4
"TRIM11",11,6
"TRIM13",12,6
"TRIM14",6,5
"TRIM15",10,5
"TRIM16",7,6
"TRIM17",5,5
"TRIM2",4,5
"TRIM21",31,10
"TRIM22",16,9
"TRIM23",5,9
"TRIM24",15,11
"TRIM25",20,9
"TRIM26",7,5
"TRIM27",21,10
"TRIM28",18,15
"TRIM29",4,5
"TRIM3",8,5
"TRIM31",13,4
"TRIM32",42,12
"TRIM33",5,6
"TRIM34",8,6
"TRIM35",6,4
"TRIM36",5,4
"TRIM37",12,10
"TRIM38",16,6
"TRIM39",10,4
"TRIM4",3,4
"TRIM40",8,3
"TRIM41",6,4
"TRIM42",1,2
"TRIM43",2,3
"TRIM43B",2,2
"TRIM44",9,3
"TRIM45",4,3
"TRIM46",8,1
"TRIM47",2,4
"TRIM48",2,3
"TRIM49",2,4
"TRIM49B",2,2
"TRIM49C",2,3
"TRIM49D1",2,2
"TRIM5",17,10
"TRIM50",1,4
"TRIM51",2,2
"TRIM52",6,3
"TRIM54",5,4
"TRIM55",7,5
"TRIM56",10,5
"TRIM58",11,7
"TRIM59",4,3
"TRIM6",22,9
"TRIM60",2,4
"TRIM61",1,2
"TRIM62",11,6
"TRIM63",10,4
"TRIM64",2,2
"TRIM64B",2,2
"TRIM64C",2,2
"TRIM65",9,2
"TRIM67",4,1
"TRIM68",8,9
"TRIM69",4,5
"TRIM7",3,3
"TRIM71",15,6
"TRIM72",10,7
"TRIM73",1,2
"TRIM74",1,3
"TRIM77",2,2
"TRIM8",13,7
"TRIM9",2,5
"TRIML1",3,2
"TRIML2",4,4
"TRIO",8,6
"TRIOBP",6,5
"TRIP10",4,3
"TRIP11",12,3
"TRIP12",8,3
"TRIP13",12,5
"TRIP4",7,9
"TRIP6",5,6
"TRIT1",2,5
"TRMT1",2,5
"TRMT10A",2,4
"TRMT10B",2,3
"TRMT10C",7,6
"TRMT11",2,4
"TRMT112",8,4
"TRMT12",2,3
"TRMT13",1,3
"TRMT1L",1,5
"TRMT2A",3,4
"TRMT2B",2,3
"TRMT44",1,3
"TRMT5",2,2
"TRMT6",2,2
"TRMT61A",2,3
"TRMT61B",4,4
"TRMU",1,4
"TRNAU1AP",1,3
"TRNP1",4,1
"TRNT1",5,8
"TRO",3,1
"TROAP",1,1
"TRPA1",15,5
"TRPC1",7,8
"TRPC3",9,6
"TRPC4",6,6
"TRPC4AP",5,4
"TRPC5",13,8
"TRPC6",7,6
"TRPC7",4,4
"TRPM1",8,3
"TRPM2",21,8
"TRPM3",5,2
"TRPM4",29,7
"TRPM5",7,7
"TRPM6",8,9
"TRPM7",15,10
"TRPM8",6,5
"TRPS1",4,6
"TRPT1",2,3
"TRPV1",38,15
"TRPV2",7,5
"TRPV3",5,3
"TRPV4",45,18
"TRPV5",6,4
"TRPV6",7,5
"TRRAP",11,2
"TRUB1",4,4
"TRUB2",4,3
"TSC1",35,6
"TSC2",25,6
"TSC22D1",10,3
"TSC22D2",3,1
"TSC22D3",3,1
"TSC22D4",6,1
"TSEN15",2,2
"TSEN2",4,4
"TSEN34",2,3
"TSEN54",3,1
"TSFM",4,3
"TSG101",26,9
"TSGA10",1,2
"TSGA10IP",1,1
"TSHB",6,1
"TSHR",11,5
"TSHZ1",4,3
"TSHZ2",1,4
"TSHZ3",5,5
"TSKU",20,1
"TSLP",19,2
"TSN",3,8
"TSNARE1",3,2
"TSNAX",4,9
"TSNAXIP1",3,2
"TSPAN1",1,1
"TSPAN10",1,2
"TSPAN12",6,1
"TSPAN13",1,1
"TSPAN14",3,2
"TSPAN15",4,2
"TSPAN17",2,1
"TSPAN18",5,1
"TSPAN2",6,1
"TSPAN3",1,1
"TSPAN31",1,1
"TSPAN32",9,1
"TSPAN33",3,2
"TSPAN4",1,3
"TSPAN5",4,2
"TSPAN6",3,1
"TSPAN8",3,2
"TSPAN9",1,1
"TSPEAR",6,1
"TSPO",39,6
"TSPO2",5,3
"TSPY1",5,4
"TSPY10",4,3
"TSPY2",4,3
"TSPY26P",1,2
"TSPY3",4,2
"TSPY4",4,2
"TSPY8",4,2
"TSPYL1",2,3
"TSPYL2",6,4
"TSPYL4",1,3
"TSPYL5",5,3
"TSPYL6",1,3
"TSR1",2,5
"TSR2",1,1
"TSR3",3,3
"TSSC4",2,3
"TSSK1B",4,7
"TSSK2",5,7
"TSSK3",4,7
"TSSK4",9,8
"TSSK6",5,7
"TST",5,3
"TSTD1",1,1
"TSTD2",1,2
"TTBK1",16,7
"TTBK2",13,10
"TTC1",1,2
"TTC12",2,1
"TTC17",2,1
"TTC19",2,1
"TTC21A",4,0
"TTC21B",15,2
"TTC23",1,1
"TTC23L",1,1
"TTC27",1,2
"TTC28",2,1
"TTC29",2,0
"TTC3",2,3
"TTC36",6,0
"TTC39A",1,2
"TTC39B",5,1
"TTC39C",2,0
"TTC4",3,3
"TTC5",5,4
"TTC7A",4,1
"TTC7B",2,1
"TTC8",19,2
"TTC9",1,0
"TTC9B",1,1
"TTF1",3,3
"TTF2",6,8
"TTI1",3,1
"TTI2",2,0
"TTK",11,8
"TTL",5,2
"TTLL1",7,4
"TTLL11",3,4
"TTLL12",4,4
"TTLL13",2,4
"TTLL2",2,5
"TTLL3",4,4
"TTLL4",4,5
"TTLL5",3,4
"TTLL6",5,6
"TTLL7",4,7
"TTLL8",4,4
"TTLL9",3,4
"TTN",19,20
"TTPA",8,6
"TTR",2,4
"TTYH1",10,6
"TTYH2",2,4
"TTYH3",4,5
"TUB",10,3
"TUBA1A",34,9
"TUBA1B",6,7
"TUBA1C",5,6
"TUBA3C",2,4
"TUBA3D",2,5
"TUBA3E",3,6
"TUBA4A",2,6
"TUBA4B",3,5
"TUBA8",3,5
"TUBAL3",2,4
"TUBB",9,11
"TUBB1",8,4
"TUBB2A",3,5
"TUBB2B",8,6
"TUBB3",5,7
"TUBB4A",3,5
"TUBB4B",4,8
"TUBB6",2,6
"TUBB8",4,6
"TUBD1",4,3
"TUBE1",3,2
"TUBG1",7,4
"TUBG2",6,3
"TUBGCP2",8,3
"TUBGCP3",6,5
"TUBGCP4",6,4
"TUBGCP5",5,4
"TUBGCP6",5,3
"TUFM",3,5
"TUFT1",2,3
"TULP1",11,3
"TULP2",2,1
"TULP3",16,7
"TULP4",1,0
"TUSC2",9,1
"TUSC3",6,1
"TUT1",5,10
"TVP23A",2,1
"TVP23B",2,1
"TVP23C",2,0
"TWF1",7,7
"TWF2",13,8
"TWIST1",55,12
"TWIST2",9,4
"TWSG1",17,3
"TXK",9,3
"TXLNA",2,2
"TXLNG",3,2
"TXN",10,6
"TXN2",9,5
"TXNDC12",1,3
"TXNDC15",2,1
"TXNDC16",1,1
"TXNDC17",2,3
"TXNDC2",4,2
"TXNDC5",2,3
"TXNDC8",2,0
"TXNDC9",2,2
"TXNIP",19,3
"TXNL4A",4,1
"TXNL4B",1,1
"TXNRD1",5,5
"TXNRD2",6,5
"TXNRD3",4,3
"TYK2",22,6
"TYMP",11,5
"TYMS",21,5
"TYR",11,5
"TYRO3",32,6
"TYROBP",34,7
"TYRP1",5,5
"TYSND1",3,4
"TYW1",1,4
"TYW1B",1,5
"TYW3",2,2
"TYW5",1,5
"U2AF1",3,5
"U2AF1L4",1,2
"U2AF2",6,7
"U2SURP",1,2
"UACA",5,2
"UAP1",3,4
"UAP1L1",1,1
"UBA1",3,4
"UBA2",2,9
"UBA3",6,6
"UBA5",9,5
"UBA52",5,4
"UBA6",7,6
"UBA7",6,4
"UBAC1",2,3
"UBAC2",4,1
"UBAP1",4,2
"UBAP1L",1,1
"UBAP2",1,3
"UBAP2L",4,2
"UBASH3A",2,1
"UBASH3B",8,5
"UBB",17,3
"UBC",2,4
"UBD",11,2
"UBE2A",11,6
"UBE2B",29,5
"UBE2C",14,6
"UBE2D1",9,5
"UBE2D2",6,5
"UBE2D3",15,5
"UBE2D4",8,4
"UBE2E1",6,5
"UBE2E2",6,5
"UBE2E3",3,4
"UBE2F",2,5
"UBE2G1",5,5
"UBE2G2",5,5
"UBE2H",5,4
"UBE2I",11,10
"UBE2J1",7,4
"UBE2J2",6,4
"UBE2K",9,6
"UBE2L3",14,9
"UBE2L6",5,5
"UBE2M",5,5
"UBE2N",18,8
"UBE2NL",1,1
"UBE2O",4,6
"UBE2Q1",7,3
"UBE2Q2",1,4
"UBE2QL1",1,3
"UBE2R2",4,4
"UBE2S",14,5
"UBE2T",11,6
"UBE2U",1,3
"UBE2V1",11,1
"UBE2V2",9,1
"UBE2W",9,5
"UBE2Z",5,4
"UBE3A",28,5
"UBE3B",3,2
"UBE3C",4,2
"UBE3D",4,5
"UBE4A",3,2
"UBE4B",6,3
"UBIAD1",6,3
"UBL4A",5,3
"UBL4B",1,1
"UBL5",3,2
"UBL7",3,3
"UBLCP1",2,5
"UBN1",2,2
"UBN2",1,1
"UBOX5",1,4
"UBP1",4,5
"UBQLN1",15,4
"UBQLN2",8,4
"UBQLN3",2,2
"UBQLN4",7,4
"UBQLNL",1,2
"UBR1",5,4
"UBR2",13,5
"UBR3",10,3
"UBR4",15,5
"UBR5",18,6
"UBR7",2,3
"UBTF",4,7
"UBTFL1",5,3
"UBTFL6",3,2
"UBXN1",6,8
"UBXN10",2,2
"UBXN11",1,2
"UBXN2A",10,3
"UBXN2B",8,2
"UBXN4",2,1
"UBXN6",3,1
"UBXN7",1,4
"UBXN8",2,3
"UCA1",1,0
"UCHL1",14,8
"UCHL3",5,5
"UCHL5",21,5
"UCK1",4,4
"UCK2",4,4
"UCKL1",5,4
"UCMA",4,2
"UCN",36,5
"UCN2",4,4
"UCN3",11,4
"UCP1",16,9
"UCP2",30,12
"UCP3",16,3
"UEVLD",5,4
"UFC1",6,3
"UFL1",30,4
"UFM1",8,1
